name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
READING9,n,r,6,8,4,4,2,0,2,0,2,0,0,0,2,-0.0016,0,1,1,0,1,0,1,3   51  101  201,6  102  202  402,8  104  204  404,4   52  102  202,4   52  102  202,2   50  100  200,0  0  0  0,2   50  100  200,0  0  0  0,2   50  100  200,0  0  0  0,0  0  0  0,0  0  0  0,2   50  100  200,-0.0064
RECIPE,n,r,3,0,0,0,3,1,2,0,3,0,1,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
RECIPELS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,634.1111111,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
REPEAT,l,r,100,103,100,3,201,201,0,0,201,0,201,0,0,0,1,1,1,0,0,0,0,10,10,13,10,3,20,20,0,0,20,0,20,0,0,0
RES,l,r,20,40,20,20,14,14,0,2,12,2,12,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
RK23,n,r,17,6,6,0,11,4,7,0,11,0,4,0,7,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
ROBOT,n,r,14,28,14,14,2,0,2,0,2,0,0,0,2,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
ROSENBR,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROSENBRTU,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,100.9885488,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROSENMMX,n,r,5,0,0,0,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
ROSEPETAL,n,r,2,0,0,0,4,0,4,4,0,0,0,4,0,12,0,1,1,1,0,1,0,2   10  100,2   10  100,0  0  0,0  0  0,0  0  0,4   20  200,0  0  0,4   20  200,4   20  200,0  0  0,0  0  0,0  0  0,4   20  200,0  0  0,12    220  20200
ROSEPETAL2,n,r,11,0,0,0,21,20,1,20,1,20,0,0,1,220,0,1,1,0,1,0,1,2   10  100,3   11  101,0  0  0,0  0  0,0  0  0,5   21  201,4   20  200,1  1  1,4   20  200,1  1  1,4   20  200,0  0  0,0  0  0,1  1  1,12    220  20200
ROSSIMP1,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROSSIMP1NE,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
ROSSIMP2,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROSSIMP3,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROSZMAN1,n,r,4,0,0,0,25,0,25,0,25,0,0,0,25,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
ROSZMAN1LS,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,8.221790581,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
ROTDISC,n,r,905,1269,724,545,1081,721,360,361,720,361,360,0,360,9.340868302,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
RSNBRNE,n,r,2,0,0,0,2,1,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
S268,l,r,5,0,0,0,5,5,0,5,0,5,0,0,0,12048,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
S308,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,87.68604815,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
S316m322,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,800,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
S365,n,r,7,4,4,0,5,0,5,5,0,0,0,5,0,6,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
S365MOD,n,r,7,4,4,0,5,0,5,5,0,0,0,5,0,6,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
S368,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,-0.340140701,0,1,1,0,0,0,0,8   50  100,8   50  100,16  100  200,8   50  100,8   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,-51.053944
SANTA,n,r,21,42,21,21,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
SANTALS,b,r,21,42,21,21,0,0,0,0,0,0,0,0,0,1.430614801,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SBRYBND,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,1,0,0,0,0,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,154   1154   2404  12404
SCHMVETT,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,-22.88052484,0,1,1,0,0,0,0,3   10  100  500,3   10  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,-1730.339721
SCOND1LS,b,r,12,24,12,12,0,0,0,0,0,0,0,0,0,2589173.554,0,1,1,0,0,0,0,10   50  100  500,12   52  102  502,24   104   204  1004,12   52  102  502,12   52  102  502,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,2589173.5537      622539.15146      515677.91373       490707.8443
SCOSINE,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,7.898243057,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,7.89824      86.8807
SCURLY10,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,4.24681732192314e+26,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,4.246817321923139e+26  8.618521468014271e+28
SCURLY20,u,r,25,0,0,0,0,0,0,0,0,0,0,0,0,4.68350503885502e+27,0,1,1,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,2.640605628321471e+29
SCURLY30,u,r,35,0,0,0,0,0,0,0,0,0,0,0,0,1.71737877119387e+28,0,1,1,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4.52984434721927e+29
SCW1,l,r,9,18,9,9,8,8,0,8,0,8,0,0,0,-3.677581553,0,1,1,0,0,0,0,1    3    7   10  100,3    5    9   12  102,6   10   18   24  204,3    5    9   12  102,3    5    9   12  102,2    4    8   11  101,2    4    8   11  101,0  0  0  0  0,2    4    8   11  101,0  0  0  0  0,2    4    8   11  101,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,-18.388
SCW2,l,r,23,46,23,23,11,11,0,11,0,11,0,0,0,-0.009193954,0,1,1,0,0,0,0,1   10  100,5   23  203,10   46  406,5   23  203,5   23  203,2   11  101,2   11  101,0  0  0,2   11  101,0  0  0,2   11  101,0  0  0,0  0  0,0  0  0,-0.92868594
SEMICN2U,n,r,12,4,2,2,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,10   50  100  500,12   52  102  502,4  4  4  4,2  2  2  2,2  2  2  2,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0
SEMICON1,n,r,12,24,12,12,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,10   50  100  500,12   52  102  502,24   104   204  1004,12   52  102  502,12   52  102  502,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0
SEMICON2,n,r,12,24,12,12,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,10   50  100  500,12   52  102  502,24   104   204  1004,12   52  102  502,12   52  102  502,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0
SENSORS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.252138968,0,1,1,0,0,0,0,2    3   10  100,2    3   10  100,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,-57.4397067
SIM2BQP,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,523,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIMBQP,b,r,2,2,1,1,0,0,0,0,0,0,0,0,0,523,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIMPLLPA,l,r,2,2,2,0,2,2,0,2,0,2,0,0,0,0.3,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIMPLLPB,l,r,2,2,2,0,3,3,0,3,0,3,0,0,0,0.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SINEALI,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,-0.841470985,0,1,1,0,0,0,0,4   10   20  100,4   10   20  100,8   20   40  200,4   10   20  100,4   10   20  100,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,-3.36588
SINEVAL,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,5.551652522,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SINQUAD,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6561,0,1,1,0,0,0,0,5   50  100  500,5   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0.6561      0.6561      0.6561      0.6561
SINQUAD2,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6561,0,1,1,0,0,0,0,5   10   50  100  500,5   10   50  100  500,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0.6561      0.6561      0.6561      0.6561      0.6561
SINROSNB,n,r,10,2,1,1,9,0,9,9,0,0,0,9,0,1350.988066,0,1,1,1,0,1,0,2    4   10  100,2    4   10  100,2  2  2  2,1  1  1  1,1  1  1  1,1   3   9  99,0  0  0  0,1   3   9  99,1   3   9  99,0  0  0  0,0  0  0  0,0  0  0  0,1   3   9  99,0  0  0  0,192.529173      482.143896      1350.98807      14383.6506
SIPOW1,l,r,2,0,0,0,2000,2000,0,2000,0,2000,0,0,0,0.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIPOW2,l,r,2,0,0,0,2000,2000,0,2000,0,2000,0,0,0,0.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIPOW2M,l,r,2,0,0,0,2000,2000,0,2000,0,2000,0,0,0,0.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIPOW3,l,r,4,0,0,0,2000,2000,0,2000,0,2000,0,0,0,1.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SIPOW4,l,r,4,0,0,0,2000,2000,0,2000,0,2000,0,0,0,1.2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SISSER,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0203003,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SISSER2,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,2.9803003,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SNAIL,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,17.15234673,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SNAKE,n,r,2,0,0,0,2,0,2,2,0,0,0,2,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
SOSQP1,l,r,20,40,20,20,11,11,0,0,11,0,11,0,0,0,0,1,1,0,0,0,0,10  100,20  200,40  400,20  200,20  200,11  101,11  101,0  0,0  0,11  101,0  0,11  101,0  0,0  0,0  0
SOSQP2,l,r,20,40,20,20,11,11,0,0,11,0,11,0,0,0,0,1,1,0,0,0,0,10  100,20  200,40  400,20  200,20  200,11  101,11  101,0  0,0  0,11  101,0  0,11  101,0  0,0  0,0  0
SPANHYD,l,r,97,194,97,97,33,33,0,0,33,0,33,0,0,22688817831,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SPARSINE,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,227.5503586,0,1,1,0,0,0,0,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,227.550359      5275.03104      20893.2602
SPARSQUR,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,15.46875,0,1,1,0,0,0,0,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,15.46875      358.59375      1420.3125
SPECAN,b,r,9,18,9,9,0,0,0,0,0,0,0,0,0,132723.3161,0,1,1,0,0,0,0,1  2  3,3  6  9,6  12  18,3  6  9,3  6  9,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,130197.6362       132141.669      132723.3161
SPECANNE,n,r,9,18,9,9,15000,0,15000,0,15000,0,0,0,15000,0,1,1,1,0,1,0,1,1  2  3,3  6  9,6  12  18,3  6  9,3  6  9,5000  10000  15000,0  0  0,5000  10000  15000,0  0  0,5000  10000  15000,0  0  0,0  0  0,0  0  0,5000  10000  15000,0  0  0
SPIN2LS,u,r,12,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,1,0,0,0,0,2   3   5  10  15  20  25  30  35  40  45  50,6    8   12   22   32   42   52   62   72   82   92  102,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,6.5              15              50           312.5             975            2225            4250          7237.5           11375           16850           23850         32562.5
SPINLS,u,r,67,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,1,1,0,0,0,0,2   3   5  10  15  20  25  30  35  40  45  50,7    11    22    67   137   232   352   497   667   862  1082  1327,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,29               63              220             1365             4185             9430            17850            30195            47215            69660            98280           133825
SPINOP,n,r,7,0,0,0,5,0,5,0,5,0,0,0,5,1,0,1,1,0,1,0,1,2   3   5  10  15  20  25  30  35  40  45  50,7    11    22    67   137   232   352   497   667   862  1082  1327,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,5     9    20    65   135   230   350   495   665   860  1080  1325,0  0  0  0  0  0  0  0  0  0  0  0,5     9    20    65   135   230   350   495   665   860  1080  1325,0  0  0  0  0  0  0  0  0  0  0  0,5     9    20    65   135   230   350   495   665   860  1080  1325,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,5     9    20    65   135   230   350   495   665   860  1080  1325,1     3    10    45   105   190   300   435   595   780   990  1225
SPIRAL,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
SPMSRTLS,u,r,4999,0,0,0,0,0,0,0,0,0,0,0,0,4141.244262,0,1,1,0,0,0,0,10   34  167  334,28   100   499  1000,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,20.59954      74.33542       397.844      797.0033
SREADIN3,n,r,22,44,22,22,11,1,10,0,11,0,1,0,10,-0.140625,0,1,1,0,1,0,1,2    5   50  100  500,6    12   102   202  1002,12    24   204   404  2004,6    12   102   202  1002,6    12   102   202  1002,3    6   51  101  501,1  1  1  1  1,2    5   50  100  500,0  0  0  0  0,3    6   51  101  501,0  0  0  0  0,1  1  1  1  1,0  0  0  0  0,2    5   50  100  500,-0.96176
SSBRYBND,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,1,0,0,0,0,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,154   1154   2404  12404
SSBRYBNDNE,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,10   50  100  500,0  0  0  0
SSCOSINE,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,7.898243057,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,7.89824      86.8807
SSEBNLN,n,r,194,364,194,170,96,72,24,24,72,24,48,0,24,-840000,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
SSI,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SSINE,n,r,3,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
STANCMIN,l,r,3,3,3,0,2,2,0,2,0,2,0,0,0,-1.790697674,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
STNQP1,l,r,17,34,17,17,8,8,0,0,8,0,8,0,0,-10.75,0,1,1,0,0,0,0,2   4   6   8  10  12  13,5    17    65   257  1025  4097  8193,10     34    130    514   2050   8194  16386,5    17    65   257  1025  4097  8193,5    17    65   257  1025  4097  8193,2     8    30   128   510  2052  4095,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,0  0  0  0  0  0  0,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0          -10.75           -97.5         -751.75         -4652.5          -26682          -62448
STNQP2,l,r,17,34,17,17,8,8,0,0,8,0,8,0,0,-10.75,0,1,1,0,0,0,0,2   4   6   8  10  12  13,5    17    65   257  1025  4097  8193,10     34    130    514   2050   8194  16386,5    17    65   257  1025  4097  8193,5    17    65   257  1025  4097  8193,2     8    30   128   510  2052  4095,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,0  0  0  0  0  0  0,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,2     8    30   128   510  2052  4095,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0          -10.75           -97.5         -751.75         -4652.5          -26682          -62448
STREG,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,1e+20,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
STREGNE,n,r,4,0,0,0,2,1,1,0,2,0,1,0,1,1e+20,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
STRTCHDV,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,7.186050967,0,1,1,0,0,0,0,10  100,10  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,7.18605      79.0466
SUPERSIM,l,r,2,1,1,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
SVANBERG,n,r,10,20,10,10,10,0,10,10,0,0,0,10,0,26,0,1,1,1,0,1,0,10   20   30   40   50   60   70   80   90  100  500,10   20   30   40   50   60   70   80   90  100  500,20    40    60    80   100   120   140   160   180   200  1000,10   20   30   40   50   60   70   80   90  100  500,10   20   30   40   50   60   70   80   90  100  500,10   20   30   40   50   60   70   80   90  100  500,0  0  0  0  0  0  0  0  0  0  0,10   20   30   40   50   60   70   80   90  100  500,10   20   30   40   50   60   70   80   90  100  500,0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0,10   20   30   40   50   60   70   80   90  100  500,0  0  0  0  0  0  0  0  0  0  0,26           53.5             81          108.5            136          163.5            191          218.5            246          273.5         1373.5
SWOPF,n,r,83,20,10,10,92,43,49,14,78,0,43,14,35,0.025,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
SYNTHES1,n,r,6,12,6,6,6,4,2,6,0,4,0,2,0,10,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
SYNTHES2,n,r,11,20,11,9,14,11,3,13,1,10,1,3,0,142,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
SYNTHES3,n,r,17,34,17,17,23,19,4,21,2,17,2,4,0,122,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
TAME,l,r,2,2,2,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TARGUS,l,r,162,324,162,162,63,63,0,0,63,0,63,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TAX13322,n,r,72,72,72,0,1261,901,360,1261,0,901,0,360,0,-313.0697409,0,1,1,1,0,1,0,1,72,72,72,0,1261,901,360,1261,0,901,0,360,0,-313.0697
TENBARS1,n,r,18,14,14,0,9,1,8,1,8,1,0,0,8,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
TENBARS2,n,r,18,14,14,0,8,0,8,0,8,0,0,0,8,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
TENBARS3,n,r,18,12,12,0,8,0,8,0,8,0,0,0,8,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
TENBARS4,n,r,18,10,10,0,9,1,8,1,8,1,0,0,8,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
TFI1,n,r,3,0,0,0,101,0,101,101,0,0,0,101,0,3,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
TFI2,l,r,3,0,0,0,101,101,0,101,0,101,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TFI3,l,r,3,0,0,0,101,101,0,101,0,101,0,0,0,5.367003099,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
THURBER,n,r,7,0,0,0,37,0,37,0,37,0,0,0,37,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
THURBERLS,u,r,7,0,0,0,0,0,0,0,0,0,0,0,0,4528124.604,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TOINTGOR,u,r,50,0,0,0,0,0,0,0,0,0,0,0,0,5073.786371,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TOINTGSS,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,1,0,0,0,0,10   50  100  500,10   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,82            442            892           4492
TOINTPSP,u,r,50,0,0,0,0,0,0,0,0,0,0,0,0,1827.708571,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TOINTQOR,u,r,50,0,0,0,0,0,0,0,0,0,0,0,0,2335.2875,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
TORSION1,b,r,16,32,16,16,0,0,0,0,0,0,0,0,0,-0.518518519,0,1,1,0,0,0,0,2   3   4   5  11  16  37  50  61,16     36     64    100    484   1024   5476  10000  14884,32     72    128    200    968   2048  10952  20000  29768,16     36     64    100    484   1024   5476  10000  14884,16     36     64    100    484   1024   5476  10000  14884,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,-3.6492
TORSION2,b,r,16,32,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2   5  11  16  37  50  61,16    100    484   1024   5476  10000  14884,32    200    968   2048  10952  20000  29768,16    100    484   1024   5476  10000  14884,16    100    484   1024   5476  10000  14884,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0
TORSION3,b,r,16,32,16,16,0,0,0,0,0,0,0,0,0,-1.259259259,0,1,1,0,0,0,0,2   5  11  16  37  50  61,16    100    484   1024   5476  10000  14884,32    200    968   2048  10952  20000  29768,16    100    484   1024   5476  10000  14884,16    100    484   1024   5476  10000  14884,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,-8.4477
TORSION4,b,r,16,32,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2   5  11  16  37  50  61,16    100    484   1024   5476  10000  14884,32    200    968   2048  10952  20000  29768,16    100    484   1024   5476  10000  14884,16    100    484   1024   5476  10000  14884,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0
